timestamp,value
1,74
2,10585
3,7028
4,2166
5,2423
6,2382
7,2304
8,2948
9,2532
10,2619
11,2443
12,2666
13,2504
14,2302
15,2685
16,2455
17,1929
18,2871
19,8449
20,945
21,4054
22,990
23,975
24,1181
25,1352
26,1692
27,1911
28,2115
29,2538
30,6872
31,2337
32,2314
33,2071
34,1936
35,2426
36,2325
37,2537
38,2455
39,2889
40,2771
41,2167
42,1587
43,1115
44,983
45,1116
46,4692
47,3948
48,1902
49,1353
50,1634
51,1852
52,2254
53,2318
54,2195
55,2181
56,2414
57,1877
58,1966
59,2214
60,2172
61,2338
62,2382
63,2694
64,2567
65,1800
66,1360
67,1026
68,875
69,907
70,918
71,1101
72,6579
73,3328
74,4527
75,4575
76,2484
77,8108
78,2777
79,2384
80,2407
81,10462
82,2415
83,2337
84,2211
85,2533
86,2472
87,2673
88,2464
89,1941
90,1397
91,982
92,948
93,934
94,1874
95,1879
96,1225
97,1373
98,1605
99,2017
100,2301
101,2182
102,2281
103,2515
104,3117
105,5390
106,2363
107,2033
108,2322
109,5702
110,2744
111,2051
112,2123
113,1819
114,1565
115,1148
116,1263
117,4726
118,7172
119,1151
120,1299
121,1178
122,1344
123,1762
124,1897
125,2969
126,8749
127,6435
128,2037
129,1964
130,1930
131,1978
132,1660
133,1534
134,1702
135,1859
136,1838
137,1911
138,1402
139,1378
140,1726
141,6575
142,9247
143,8875
144,5587
145,2022
146,1323
147,1812
148,1683
149,2252
150,2163
151,2530
152,7284
153,7818
154,2046
155,3393
156,3193
157,2950
158,2842
159,2510
160,2219
161,1775
162,1369
163,1639
164,5970
165,12027
166,6925
167,6975
168,3514
169,1309
170,1584
171,2089
172,2103
173,11075
174,6227
175,2168
176,2255
177,2202
178,2142
179,2374
180,2376
181,2344
182,2604
183,2963
184,2510
185,2014
186,1365
187,1169
188,943
189,805
190,990
191,1627
192,8185
193,7920
194,7188
195,5459
196,3593
197,19066
198,14800
199,8443
200,2830
201,2209
202,2249
203,2320
204,2072
205,2208
206,3349
207,2909
208,2123
209,2006
210,1129
211,6628
212,6448
213,755
214,918
215,835
216,7694
217,11004
218,2257
219,2524
220,2165
221,2044
222,2041
223,2055
224,2043
225,2231
226,2240
227,2294
228,2040
229,2081
230,1898
231,2170
232,2097
233,1690
234,1310
235,3862
236,9477
237,12576
238,1131
239,1000
240,1301
241,1583
242,1718
243,1838
244,2076
245,11738
246,11877
247,4084
248,3137
249,2286
250,2168
251,2125
252,2021
253,1578
254,2846
255,3498
256,3943
257,4250
258,3815
259,4382
260,2419
261,952
262,734
263,724
264,874
265,1086
266,1361
267,1722
268,1731
269,1435
270,3251
271,6626
272,2293
273,2166
274,1910
275,1693
276,2188
277,1520
278,1592
279,1666
280,1380
281,1365
282,1589
283,7176
284,1875
285,675
