timestamps,value
1416722400.0,43.2228342093602
1416726000.0,451.91925680554
1416729600.0,751.909561222081
1416733200.0,927.93791140873
1416736800.0,987.905534631611
1416740400.0,839.402745645658
1416744000.0,506.471468885842
1416747600.0,155.113091712569
1416751200.0,85.9373658100761
1416754800.0,-156.322078704782
1416758400.0,-61.982248786760906
1416762000.0,-48.69227279186
1416765600.0,206.64267168643397
1416769200.0,244.304760668568
1416772800.0,400.74871193753404
1416776400.0,463.057036147365
1416780000.0,235.68217144988702
1416783600.0,-60.0362594848089
1416787200.0,-246.783999219967
1416790800.0,-527.00853599434
1416794400.0,-676.791436079318
1416798000.0,-712.9149552360831
1416801600.0,-482.284720159198
1416805200.0,-113.948250185291
1416808800.0,194.581610837473
1416812400.0,628.0928515459719
1416816000.0,1008.0568745911901
1416819600.0,1072.5286325275802
1416823200.0,1205.5429674703098
1416826800.0,976.350112491663
1416830400.0,805.675995843025
1416834000.0,470.65649933871697
1416837600.0,232.95540048923098
1416841200.0,143.728041885646
1416844800.0,45.154626230767605
1416848400.0,96.52646563327342
1416852000.0,444.76973433154603
1416855600.0,542.403882226051
1416859200.0,618.9617525521289
1416862800.0,479.01594587919095
1416866400.0,403.322898568079
1416870000.0,37.3099496970731
1416873600.0,-135.994582212915
1416877200.0,-444.069217063878
1416880800.0,-625.876303337371
1416884400.0,-579.708932604123
1416888000.0,-334.130134836467
1416891600.0,-108.879238470459
1416895200.0,285.20174999349604
1416898800.0,624.7133834169181
1416902400.0,1007.6683760841802
1416906000.0,1055.40792326904
1416909600.0,1131.3931668407001
1416913200.0,1038.7525889956598
1416916800.0,708.834371007336
1416920400.0,461.71698798929395
1416924000.0,63.1838662418619
1416927600.0,40.6837758694249
1416931200.0,-18.3447482424245
1416934800.0,51.114819551812495
1416938400.0,312.763650365439
1416942000.0,386.912440326554
1416945600.0,491.232028205543
1416949200.0,513.823822252101
1416952800.0,273.428951438989
1416956400.0,-96.1303302315232
1416960000.0,-378.43113259860297
1416963600.0,-670.493126502392
1416967200.0,-763.13781418606
1416970800.0,-737.684239770848
1416974400.0,-589.079177704931
1416978000.0,-348.50357635714
1416981600.0,68.4541166666075
1416985200.0,500.953641815347
1416988800.0,768.008089288664
