timestamps,value
1416722400.0,-12.937164977407901
1416726000.0,362.381188499569
1416729600.0,744.6903411219299
1416733200.0,829.455177125551
1416736800.0,801.896843664063
1416740400.0,730.212447125244
1416744000.0,435.06768429725196
1416747600.0,216.395380542835
1416751200.0,-67.6128097440897
1416754800.0,-133.281329350116
1416758400.0,-158.392508524781
1416762000.0,-18.6059421485562
1416765600.0,-1356.15768394961
1416769200.0,373.30996691887606
1416772800.0,403.728602254848
1416776400.0,421.183627021415
1416780000.0,306.27451064291597
1416783600.0,145.266648382985
1416787200.0,-174.135059455262
1416790800.0,-444.437462455967
1416794400.0,-526.3616913191
1416798000.0,-560.532636058466
1416801600.0,-425.38629721939697
1416805200.0,-90.9755730287576
1416808800.0,230.624974909014
1416812400.0,631.1113547684471
1416816000.0,954.7400526700579
1416819600.0,1138.2069418178598
1416823200.0,1147.64380268979
1416826800.0,951.975700352402
1416830400.0,665.759034994545
1416834000.0,434.62813929344594
1416837600.0,194.34441003621498
1416841200.0,72.03565367773109
1416844800.0,79.89884956360271
1416848400.0,150.440018145453
1416852000.0,318.073338467256
1416855600.0,494.40130658160103
1416859200.0,655.590944530615
1416862800.0,630.888637174323
1416866400.0,437.411245567827
1416870000.0,260.02818575068903
1416873600.0,22.3405879254185
1416877200.0,-294.985916017107
1416880800.0,-471.193991709041
1416884400.0,-489.158490133188
1416888000.0,-315.895813048437
1416891600.0,-12.507157143869
1416895200.0,370.15606316986396
1416898800.0,725.5981126108051
1416902400.0,1003.9246993822801
1416906000.0,1175.79160241172
1416909600.0,1191.86708841121
1416913200.0,960.9210823386189
1416916800.0,700.666957190479
1416920400.0,369.58993592374003
1416924000.0,242.814198162976
1416927600.0,8.97088542627735
1416931200.0,13.8401384666345
1416934800.0,128.48186939599702
1416938400.0,337.851377350908
1416942000.0,384.054302962834
1416945600.0,535.9132129602469
1416949200.0,541.79404958115
1416952800.0,379.85488817620103
1416956400.0,172.507184392201
1416960000.0,-151.77931755642402
1416963600.0,-505.283302368068
1416967200.0,-578.949226289906
1416970800.0,-630.189610844048
1416974400.0,-451.834216027153
1416978000.0,-222.30920883789102
1416981600.0,178.637695388196
1416985200.0,535.420456239856
1416988800.0,749.792242842384
1416992400.0,926.293865168992
1416996000.0,892.5872521473559
1416999600.0,775.557453247549
1417003200.0,467.072082372806
1417006800.0,233.805062334911
1417010400.0,-47.1683325917109
1417014000.0,-205.0704520473
1417017600.0,-266.01906427199
1417021200.0,-222.320838636253
1417024800.0,-17.3219427070118
1417028400.0,191.03954777255902
1417032000.0,181.150071591213
1417035600.0,190.041708890365
1417039200.0,58.26786489842589
1417042800.0,-161.665258431898
1417046400.0,-453.685140296428
1417050000.0,-695.981100386256
1417053600.0,-940.786731591362
1417057200.0,-956.068785134249
1417060800.0,-837.5127661322391
1417064400.0,-539.8653721445011
1417068000.0,-128.763224297549
1417071600.0,155.572662885598
1417075200.0,507.456118664981
1417078800.0,639.827532110996
1417082400.0,586.1718392158471
1417086000.0,438.490969637929
1417089600.0,208.767023824371
1417093200.0,-85.285157271446
1417096800.0,-340.040145162426
1417100400.0,-508.683718626614
1417104000.0,-492.464026221781
1417107600.0,-425.28935974006004
1417111200.0,-292.108798024986
1417114800.0,-129.083902765391
1417118400.0,-12.5024471442887
1417122000.0,-46.2511177437667
1417125600.0,-176.013082950049
1417129200.0,-429.697559577403
1417132800.0,-782.588880759966
1417136400.0,-1001.17830834209
1417140000.0,-1148.85875547103
1417143600.0,-1164.39399870787
1417147200.0,-952.5505375061549
1417150800.0,-712.246672466814
1417154400.0,-260.001306628402
1417158000.0,6.27867963813516
1417161600.0,300.57582927454
1417165200.0,479.11605507843495
1417168800.0,355.77808582546305
1417172400.0,257.63756412306196
1417176000.0,68.9549411460893
1417179600.0,-269.739653018051
1417183200.0,-447.87258687870496
1417186800.0,-644.893301586627
1417190400.0,-576.425686056968
1417194000.0,-547.959047372277
1417197600.0,-352.18111019036303
1417201200.0,-146.015938368961
1417204800.0,-55.738638255128095
1417208400.0,-69.55217558807779
1417212000.0,-219.21011581985198
1417215600.0,-483.355116619031
1417219200.0,-634.543477423658
1417222800.0,-970.576109485741
1417226400.0,-1129.70702347497
1417230000.0,-1122.4411901133699
1417233600.0,-978.6094594809531
1417237200.0,-658.69022872355
1417240800.0,-257.22881126720796
1417244400.0,101.157477234832
1417248000.0,359.47729429991796
1417251600.0,535.122212256967
1417255200.0,560.039950385066
1417258800.0,386.647876038595
1417262400.0,140.316320384828
1417266000.0,-142.113277261071
1417269600.0,-297.570837620835
1417273200.0,-442.613996848311
1417276800.0,-445.036701151222
1417280400.0,-349.031163417165
1417284000.0,-179.39106877890399
1417287600.0,50.1566892799077
1417291200.0,157.619253854368
1417294800.0,133.557823891016
1417298400.0,4.26058671606202
1417302000.0,-160.90274949015
1417305600.0,-477.320550513061
1417309200.0,-749.206067550672
1417312800.0,-922.816872334292
1417316400.0,-837.631086234906
1417320000.0,-651.256472392144
1417323600.0,-362.29980511839204
1417327200.0,-19.1786614637902
1417330800.0,364.69124126621
1417334400.0,672.70182482598
1417338000.0,821.8251760721009
1417341600.0,831.7068444432539
1417345200.0,697.0578086894859
1417348800.0,474.73319920548204
1417352400.0,206.45494357529597
1417356000.0,13.306453490318301
1417359600.0,-148.557103066736
1417363200.0,-147.636830963546
1417366800.0,-62.4858659433671
1417370400.0,89.3721986551354
1417374000.0,306.62788997825
1417377600.0,435.61152560282005
1417381200.0,468.405585389787
1417384800.0,311.146080683413
1417388400.0,66.8215924480394
1417392000.0,-148.65779655210198
1417395600.0,-406.966751720187
1417399200.0,-517.452716937745
1417402800.0,-530.026209062489
1417406400.0,-398.00672847117204
1417410000.0,-96.30273401379159
1417413600.0,244.280288709423
1417417200.0,653.133599312349
1417420800.0,900.178046260417
1417424400.0,1094.23105636459
1417428000.0,1118.70042714298
1417431600.0,942.192282610582
1417435200.0,802.0849403552111
1417438800.0,443.869319704888
1417442400.0,206.735902080942
1417446000.0,43.727419853101594
1417449600.0,94.6117911602788
1417453200.0,212.877433249672
1417456800.0,373.43296912546
1417460400.0,547.200453468066
1417464000.0,640.402534683661
1417467600.0,598.732162664555
1417471200.0,504.85990763755206
1417474800.0,281.24202104312303
1417478400.0,-71.5754883832798
1417482000.0,-259.99732875448797
1417485600.0,-478.101229034226
1417489200.0,-448.65912965044004
1417492800.0,-289.657658707542
1417496400.0,-60.0553669119174
1417500000.0,390.226755337702
1417503600.0,696.648316303749
1417507200.0,999.9675214629871
1417510800.0,1188.54865379057
1417514400.0,1112.54881164007
1417518000.0,931.066430364182
1417521600.0,724.114125467967
1417525200.0,507.769313417371
1417528800.0,156.49280033931402
1417532400.0,33.6026029532553
1417536000.0,37.769044646779
1417539600.0,141.82710685099198
1417543200.0,301.021074891985
1417546800.0,471.738770992097
1417550400.0,560.177041094876
1417554000.0,499.87167726565104
1417557600.0,389.277455280537
1417561200.0,147.629107256651
1417564800.0,-117.77751253309201
1417568400.0,-461.529518394543
1417572000.0,-636.744814878351
1417575600.0,-601.028935387959
1417579200.0,-516.465586047558
1417582800.0,-216.92580416483102
1417586400.0,165.204804978696
1417590000.0,533.129514567738
1417593600.0,780.08344428745
1417597200.0,931.878001691921
1417600800.0,919.7763599291991
1417604400.0,771.253073030027
1417608000.0,495.64429861322304
1417611600.0,156.903842842172
1417615200.0,-60.704671879686096
1417618800.0,-258.781466458995
1417622400.0,-221.149316919579
1417626000.0,-165.603136591684
1417629600.0,-0.839451999962371
1417633200.0,144.607494983414
1417636800.0,181.519868628923
1417640400.0,239.05386454773898
1417644000.0,6.69006731527418
1417647600.0,-175.39520244132802
1417651200.0,-484.29714671677596
1417654800.0,-761.72341053254
1417658400.0,-962.746007480962
1417662000.0,-961.9964110219099
1417665600.0,-809.5148579797341
1417669200.0,-481.98610377812895
1417672800.0,-143.559423366105
1417676400.0,199.959944419421
1417680000.0,534.5857150167241
1417683600.0,656.1481385560639
1417687200.0,624.6589708632209
1417690800.0,434.337161254827
1417694400.0,159.467599255243
1417698000.0,-163.364537980631
1417701600.0,-336.17222132388696
1417705200.0,-482.011404042782
1417708800.0,-577.559572949968
1417712400.0,-440.71080436022993
1417716000.0,-282.597518006471
1417719600.0,-102.320791868965
1417723200.0,-33.9647406368177
1417726800.0,-41.9406915385245
1417730400.0,-208.606053597584
1417734000.0,-413.249899017409
1417737600.0,-718.145504823136
1417741200.0,-968.4460062378951
1417744800.0,-1138.32117819904
1417748400.0,-1130.40202497425
1417752000.0,-965.255509559633
1417755600.0,-672.9090846120839
1417759200.0,-322.518647071129
1417762800.0,15.1003629573712
1417766400.0,306.272807374161
1417770000.0,463.493441825239
1417773600.0,416.813136298282
1417777200.0,307.035298676926
1417780800.0,90.55765747296499
1417784400.0,-263.060291813163
1417788000.0,-441.65222657657006
1417791600.0,-603.105362372713
1417795200.0,-576.6736253095211
1417798800.0,-531.214897631874
1417802400.0,-328.588167468775
1417806000.0,-201.76514343681598
1417809600.0,-41.2428427274912
1417813200.0,-85.1620247487468
1417816800.0,-240.420691487702
1417820400.0,-466.778014907378
1417824000.0,-781.982551072969
1417827600.0,-944.643322612976
1417831200.0,-1104.24228159934
1417834800.0,-1104.15522516936
1417838400.0,-919.418278059646
1417842000.0,-646.758590627161
1417845600.0,-308.68502872498
1417849200.0,127.871768874517
1417852800.0,430.19935756041605
1417856400.0,486.381768506251
1417860000.0,562.334602033963
1417863600.0,421.433178455804
1417867200.0,147.653493053689
1417870800.0,-111.756837684513
1417874400.0,-354.448703305995
1417878000.0,-437.185699826055
1417881600.0,-353.52864241915705
1417885200.0,-312.452891890583
