timestamps,value
1416722400.0,50.5652763276328
1416726000.0,115.88538743933701
1416729600.0,231.70365876184601
1416733200.0,313.084512503303
1416736800.0,320.553707325897
1416740400.0,214.611018448915
1416744000.0,123.03292457501101
1416747600.0,21.3678654657957
1416751200.0,409.761655599871
1416754800.0,-40.9809177421274
1416758400.0,-27.760638997746398
1416762000.0,-25.767307902885104
1416765600.0,18.166445143894
1416769200.0,133.522614155413
1416772800.0,78.94386643249341
1416776400.0,131.960824693225
1416780000.0,122.764474503302
1416783600.0,-35.5641658915346
1416787200.0,-116.052018226497
1416790800.0,-159.436303849047
1416794400.0,-200.291877463863
1416798000.0,-243.79691003502398
1416801600.0,-185.339824923706
1416805200.0,-100.49507205779499
1416808800.0,87.5913266493897
1416812400.0,178.93181966057597
1416816000.0,254.363362954718
1416819600.0,265.210893113013
1416823200.0,373.355815554522
1416826800.0,228.332588180719
1416830400.0,169.096009066486
1416834000.0,88.45783221637458
1416837600.0,35.6470563813724
1416841200.0,16.4528406016554
1416844800.0,-9.22003758989123
1416848400.0,-4.88239306757745
1416852000.0,14.075617368041101
1416855600.0,114.024594484296
1416859200.0,126.197174139651
1416862800.0,183.699039218079
1416866400.0,75.0987948290496
1416870000.0,54.647231555785105
1416873600.0,30.0452399200352
1416877200.0,-151.309174773807
1416880800.0,-195.68134836721802
1416884400.0,-165.407251326376
1416888000.0,-179.533364314176
1416891600.0,-68.152938740063
1416895200.0,58.427505401149396
1416898800.0,179.736792941111
1416902400.0,268.918912004776
1416906000.0,289.065763083333
1416909600.0,383.299933721242
1416913200.0,326.306530715634
1416916800.0,178.579005165447
1416920400.0,97.0603682550923
1416924000.0,2.62017606108888
1416927600.0,15.0847978083597
1416931200.0,-57.143268346454605
1416934800.0,-31.9470680833255
1416938400.0,-65.6206572239666
1416942000.0,133.94107966593
1416945600.0,117.342556485299
1416949200.0,136.56749583513098
1416952800.0,127.825915604296
1416956400.0,16.230792056165303
1416960000.0,-119.01567604156601
1416963600.0,-144.165071520856
1416967200.0,-253.44306309134998
1416970800.0,-260.778173424037
1416974400.0,-187.01369345027
1416978000.0,-132.392630179294
1416981600.0,59.0171842210938
1416985200.0,188.61904500577302
1416988800.0,287.078155500753
1416992400.0,326.327602895728
1416996000.0,269.355384094165
1416999600.0,225.234279692864
1417003200.0,155.515234173534
1417006800.0,-1.57876208734718
1417010400.0,-73.9160762773029
1417014000.0,-82.5217976450544
1417017600.0,-49.6491875869452
1417021200.0,-13.6681231028757
1417024800.0,2.02667026693097
1417028400.0,78.7233805261219
1417032000.0,134.533840458962
1417035600.0,24.676811364166998
1417039200.0,38.0193709824929
1417042800.0,-57.2623663112008
1417046400.0,-81.385913872936
1417050000.0,-226.49834257778
1417053600.0,-311.088878222115
1417057200.0,-337.22226830044497
1417060800.0,-187.134179629524
1417064400.0,-149.81183097394
1417068000.0,21.302603374917
1417071600.0,97.11662194787641
1417075200.0,196.514669073136
1417078800.0,263.313750037626
