timestamp,value
1,0
2,4
3,112
4,18
5,32
6,22
7,108
8,8
9,16
10,38
11,106
12,16
13,22
14,110
15,12
16,30
17,34
18,112
19,10
20,12
21,104
22,8
23,2
24,6
25,118
26,14
27,14
28,60
29,40
30,16
31,28
32,108
33,24
34,26
35,130
36,30
37,36
38,18
39,74
40,10
41,6
42,14
43,26
44,8
45,2
46,102
47,2
48,4
49,14
50,14
51,22
52,10
53,122
54,12
55,18
56,18
57,118
58,18
59,34
60,24
61,54
62,16
63,22
64,60
65,86
66,12
67,8
68,104
69,2
70,10
71,42
72,12
73,18
74,14
75,120
76,40
77,16
78,28
79,118
80,26
81,14
82,16
83,116
84,40
85,28
86,22
87,108
88,34
89,24
90,48
91,10
92,14
93,26
94,46
95,12
96,10
97,106
98,22
99,18
100,30
101,46
102,18
103,14
104,20
105,122
106,14
107,36
108,22
109,110
110,22
111,20
112,28
113,52
114,14
115,14
116,62
117,2
118,10
119,0
120,96
121,10
122,4
123,92
124,30
125,20
126,28
127,110
128,18
129,26
130,20
131,96
132,60
133,14
134,14
135,52
136,20
137,28
138,18
139,102
140,12
141,6
142,34
143,72
144,2
145,6
146,104
147,28
148,42
149,40
150,38
151,90
152,16
153,122
154,24
155,36
156,28
157,58
158,64
159,16
160,10
161,10
162,106
163,10
164,64
165,38
166,4
167,12
168,30
169,10
170,0
171,12
172,130
173,26
174,18
175,102
176,32
177,12
178,38
179,58
180,32
181,18
182,30
183,104
184,10
185,12
186,34
187,6
188,14
189,4
190,100
191,2
192,6
193,4
194,6
195,10
196,40
197,110
198,34
199,14
200,20
201,112
202,6
203,28
204,26
205,112
206,22
207,20
208,84
209,70
210,18
211,24
212,106
213,4
214,26
215,92
216,30
217,6
218,4
219,122
220,2
221,16
222,26
223,128
224,24
225,18
226,24
227,122
228,24
229,30
230,30
231,116
232,24
233,16
234,4
235,30
236,2
237,8
238,16
239,2
240,4
241,10
242,32
243,10
244,16
245,12
246,114
247,20
248,12
249,16
250,114
251,6
252,16
253,20
254,108
255,22
256,18
257,26
258,32
259,0
260,6
261,4
262,94
263,0
264,2
265,98
266,10
267,6
268,8
269,14
270,32
271,16
272,14
273,26
274,8
275,22
276,36
277,182
278,42
279,18
280,12
281,116
282,14
283,12
284,4
285,98
286,6
287,6
288,6
289,106
290,22
291,18
292,14
293,118
294,28
295,26
296,24
297,128
298,36
299,28
300,30
301,118
302,20
303,32
304,14
305,36
306,10
307,16
308,4
309,102
310,10
311,8
312,6
313,102
314,14
315,14
316,8
317,64
318,24
319,34
320,34
321,126
322,18
