timestamp,value
1416726000,-336.89418093195997
1416729600,177.68705184141004
1416733200,-297.629813758794
1416736800,1093.18316066455
1416740400,483.46500008912005
1416744000,-64.43888083122211
1416747600,716.331469973817
1416751200,924.027839889953
1416754800,906.620541529048
1416758400,498.810092274604
1416762000,1548.98639830867
1416765600,1007.10733929363
1416769200,523.024363363754
1416772800,-278.471391208556
1416776400,1586.3219377232
1416780000,1008.8076787468599
1416783600,1076.91924765839
1416787200,1645.8914904357998
1416790800,1626.0570753971201
1416794400,1546.35433733168
1416798000,1762.15850152618
1416801600,1724.61932461172
1416805200,1374.77173373519
1416808800,287.510766889938
1416812400,1724.68623405356
1416816000,1380.8313387585001
1416819600,1344.9182488735198
1416823200,647.658289739472
1416826800,1194.87879492939
1416830400,1685.95480997637
1416834000,2197.24027580546
1416837600,1404.9875248025198
1416841200,1664.792101456
1416844800,1416.5056188588098
1416848400,687.295939526815
1416852000,1190.60599885785
1416855600,1180.85604884691
1416859200,1337.40792119512
1416862800,1936.29567278738
1416866400,1722.18692224459
1416870000,1184.9654163890302
1416873600,1098.2100834772698
1416877200,1570.39899124455
1416880800,1449.4405229993802
1416884400,727.6263879454159
1416888000,666.600485718006
1416891600,1193.0101368498401
1416895200,1355.42404169478
1416898800,820.3692471806869
1416902400,1297.12360640234
1416906000,973.087137180811
1416909600,362.027365755258
1416913200,811.443155797217
1416916800,-51.7899204059464
1416920400,1265.49031777574
1416924000,1491.5807819696802
1416927600,150.611626631922
1416931200,-287.164765680102
1416934800,513.911028438881
1416938400,60.3645178469225
1416942000,1360.4056944757301
1416945600,-32.22237734298189
1416949200,290.414967566209
1416952800,-138.733922411548
1416956400,-626.345298674952
1416960000,-191.44761732175598
1416963600,-1338.21382467479
1416967200,364.38759181353
1416970800,-410.71951904051497
1416974400,618.385074879173
1416978000,-361.14742437451105
1416981600,-1061.73256340392
1416985200,-404.182573984607
1416988800,-1294.38069503866
1416992400,-1519.05309125669
1416996000,-732.172050998244
1416999600,-1175.73208715924
1417003200,-978.304051657954
1417006800,-978.471534442592
1417010400,-1374.08861175085
1417014000,-1395.84612240258
1417017600,-1190.83868502883
1417021200,-506.255996603479
1417024800,-1990.04932676923
1417028400,-862.909788025511
1417032000,-1018.72222607078
1417035600,-634.4569025523809
1417039200,-1380.9988168299499
1417042800,-1019.1674298119301
1417046400,-1073.81644925394
1417050000,-1506.84373721464
1417053600,-550.969979991658
1417057200,-563.816706937758
1417060800,-796.059475827468
1417064400,-295.832619067292
1417068000,-827.8090202738761
1417071600,-1792.49639523297
1417075200,-1380.24909952871
1417078800,-1697.3069004683898
1417082400,-1252.1005229096002
1417086000,-1289.4324711648599
1417089600,-885.589944771608
1417093200,-1352.6033829970402
1417096800,-722.712194065229
1417100400,-1107.87761689345
1417104000,259.535133887764
1417107600,-249.082363567347
1417111200,-82.26727240189109
1417114800,-302.443760332436
1417118400,466.210837064032
1417122000,-719.461693382748
1417125600,-555.2702657577661
1417129200,540.850041656612
1417132800,-513.233412005448
1417136400,-199.48909043203997
1417140000,-224.994652054067
1417143600,-110.096368703937
1417147200,-11.9875369193398
1417150800,482.64077280847
1417154400,195.69105966693502
1417158000,94.10617166917329
1417161600,1170.2667116857199
1417165200,402.891916755219
1417168800,496.37253452454695
1417172400,612.874839693048
1417176000,1125.0264190333999
1417179600,770.703649658574
1417183200,859.607561938857
1417186800,578.902482894059
1417190400,838.0260600680431
1417194000,1109.66116046721
1417197600,819.8893946985789
1417201200,1484.92927957733
1417204800,432.228389499323
1417208400,1473.0453838225699
1417212000,526.579301868456
1417215600,1242.51778761526
1417219200,1163.91146681975
1417222800,1137.9910847568901
1417226400,1497.64505537577
1417230000,526.89755730461
1417233600,2229.63477365365
1417237200,719.2073220113581
1417240800,1392.2886770085902
1417244400,1058.6346392227001
1417248000,1271.58202342602
1417251600,2818.46098714692
1417255200,1706.31798537595
1417258800,1004.6799792594501
1417262400,812.7164904729849
1417266000,1939.61122005585
1417269600,1677.8730302128101
1417273200,1503.79944560238
1417276800,1157.19630744975
1417280400,835.5687347100791
1417284000,1035.16720751116
1417287600,2130.75299601135
1417291200,1222.93509716535
1417294800,775.8724239338071
1417298400,2498.5466127760396
1417302000,1676.37042748194
1417305600,1273.25236156148
1417309200,1927.9374688208602
1417312800,1784.89720571918
1417316400,917.629683891295
1417320000,2390.84667430551
1417323600,1001.64967611712
1417327200,308.979138808061
1417330800,939.434165616667
1417334400,1065.84901680619
1417338000,2136.482367947
1417341600,877.870153422584
1417345200,999.297383111121
1417348800,640.615149160902
1417352400,431.02035456824797
1417356000,521.55881427054
1417359600,894.5671218358681
1417363200,1518.956183033
1417366800,879.757728651359
1417370400,905.211400969527
1417374000,-486.30451401757205
1417377600,640.759745742601
1417381200,156.811484223898
1417384800,-825.656242483686
1417388400,181.429284012828
1417392000,-253.56524257497898
1417395600,558.958013126437
1417399200,-711.8176594277561
1417402800,-592.188250816267
1417406400,-920.457484872334
1417410000,-572.971431494017
1417413600,-314.964747649968
1417417200,-981.031260350782
1417420800,-185.87920295892502
1417424400,-1335.74617791387
1417428000,-1293.1636380201599
1417431600,12.5929859901448
1417435200,-1354.23377446636
1417438800,-615.975007054386
1417442400,-1075.7125042197802
1417446000,-675.172792096814
1417449600,-6.41726202796229
1417453200,-81.4498340978315
1417456800,-1134.7085037677
1417460400,-2204.03927167239
1417464000,375.361974465208
1417467600,-619.214235741034
1417471200,-687.5234248357871
1417474800,-983.969044511566
1417478400,-693.14817651218
1417482000,-1046.5153754267901
1417485600,-714.564561417922
1417489200,-1139.40506006479
1417492800,-1641.0528191229598
1417496400,-338.495646526245
1417500000,-20.1968951699714
1417503600,-975.267807509996
1417507200,-1448.6170662568
1417510800,-382.07129612052
1417514400,-709.346462661241
1417518000,-1575.2827618622598
1417521600,-585.8571924160141
1417525200,-874.4850157688319
1417528800,-661.666788435323
1417532400,-1043.99990731878
1417536000,618.57246262348
1417539600,-472.41165640868104
1417543200,-1096.0765052975098
1417546800,-53.0989457121996
1417550400,52.0630850467165
1417554000,-552.619139207742
1417557600,-1509.79706143595
1417561200,-219.826165733475
1417564800,509.852306886178
1417568400,244.19405302469
1417572000,299.24319345245095
1417575600,731.9642162409599
1417579200,-136.971956431802
1417582800,1174.53067359366
1417586400,654.276160152976
1417590000,1115.32768592058
1417593600,1366.93544526861
1417597200,1002.29664196599
1417600800,478.820883466182
1417604400,1654.8713440432998
1417608000,13.626089299681801
1417611600,869.301684788313
1417615200,1092.15723789483
1417618800,1204.98710230121
1417622400,1909.0791353771301
1417626000,1490.45037564371
1417629600,1694.2120506179401
1417633200,1490.7095587281199
1417636800,1445.99541494638
1417640400,2004.85467115613
1417644000,2294.11069267263
1417647600,416.102778971702
1417651200,2064.83062782865
1417654800,1993.02546712608
1417658400,1591.9772257276002
1417662000,2364.63515803603
1417665600,1663.9192552965199
1417669200,1741.2392248137803
1417672800,2375.6402646021697
1417676400,2854.93188448507
1417680000,2079.62715448747
1417683600,1710.10239839887
1417687200,1296.22436608987
1417690800,1757.5335252025197
1417694400,1421.33330150924
1417698000,1778.9529020623002
1417701600,2117.78085817263
1417705200,1425.13205358409
1417708800,3296.9873970541803
1417712400,1922.2964234139101
1417716000,2419.82552227316
1417719600,536.928759401874
1417723200,2139.75886948364
1417726800,987.000467718638
1417730400,2153.71202596689
1417734000,1825.4199311449697
1417737600,1340.55151297466
1417741200,2225.6448478772895
1417744800,1075.40625079187
1417748400,1083.72625831336
1417752000,797.005082206745
1417755600,915.700265165434
1417759200,1725.16168742026
1417762800,1383.29750382819
1417766400,1625.70939584029
1417770000,802.717106738245
1417773600,1148.0378731519302
1417777200,1006.16336709135
1417780800,31.3158579229777
1417784400,1693.3108330208302
1417788000,731.792751154745
1417791600,1000.9470526302301
1417795200,1031.22328484749
1417798800,415.118940994861
1417802400,205.462465138034
1417806000,783.480088766463
1417809600,-336.62574116537
1417813200,1227.48506400577
1417816800,-114.255319606337
1417820400,921.9460166591141
1417824000,780.582264157333
1417827600,-55.372811888361795
1417831200,145.905019612971
1417834800,-773.741404327811
1417838400,-100.83772456640499
1417842000,235.426026968453
1417845600,-326.454704653051
1417849200,-673.7867477371669
1417852800,-827.932734694007
1417856400,-534.5257304376261
1417860000,24.6307208961979
1417863600,-850.9522269897791
1417867200,-686.4613641399781
1417870800,-1349.43915825068
1417874400,-406.556616887904
1417878000,12.643717411046698
1417881600,97.8010789480843
1417885200,-284.67291576642504
1417888800,-1746.4304424697302
1417892400,-479.630670931858
1417896000,-495.238224410028
1417899600,-930.850927910047
1417903200,-641.136118328029
1417906800,-1190.5917279793598
1417910400,-341.552716626366
1417914000,-867.971583138751
1417917600,-1518.0469139731301
1417921200,-842.3538408079829
1417924800,123.91427152443799
1417928400,-762.142751603501
1417932000,-148.38691801873998
1417935600,7.23616142626884
1417939200,-459.209657176217
1417942800,-605.695415125249
1417946400,-652.056397803874
1417950000,87.18806244413359
1417953600,-832.877720151713
1417957200,-66.2941287690074
1417960800,-295.547622115891
1417964400,-1301.32023762275
1417968000,-773.1138302800929
1417971600,551.728299782861
1417975200,21.582310108219104
1417978800,630.169098145528
1417982400,1288.6783846722199
1417986000,1138.12225663569
1417989600,781.3880114365919
1417993200,695.6106193568761
1417996800,461.43783836381
1418000400,1495.49050023829
1418004000,1040.73237509391
1418007600,159.58327969884198
1418011200,786.395045452363
1418014800,-91.8415747849974
1418018400,915.71865106414
1418022000,-306.86236319117097
1418025600,1879.65991633714
1418029200,896.917802129644
1418032800,1078.6566698239399
1418036400,1288.57638322381
1418040000,1778.47520957787
1418043600,1879.3365755455
1418047200,1882.52992581703
1418050800,1326.08809030342
1418054400,956.346132634183
1418058000,1538.97041831029
1418061600,1952.1821169236498
1418065200,1406.14160495758
1418068800,1860.6858545692
1418072400,1309.5007953897698
1418076000,1976.6489580684802
1418079600,2087.3467494533998
1418083200,1971.6657540102103
1418086800,1991.2265980307998
1418090400,3059.5945292221504
1418094000,2539.90868133499
1418097600,2746.64022394937
1418101200,1660.03275922103
1418104800,2258.6193006056697
1418108400,2800.7612434009498
1418112000,2147.7689390324
1418115600,1024.76396587312
1418119200,2357.77570817118
1418122800,1131.1856410253802
1418126400,1709.59449819522
1418130000,2847.5567866990505
1418133600,2443.37884054994
1418137200,2676.24176503349
1418140800,2223.20756789596
1418144400,1965.86534309882
1418148000,1490.07186297334
1418151600,2813.1974844661895
1418155200,1933.8449300075101
1418158800,1477.5536590285901
1418162400,2284.4813069166603
1418166000,2346.78031533584
1418169600,2737.47291944823
1418173200,1329.5785795545698
1418176800,1385.84144821573
1418180400,1311.42059860577
1418184000,1270.63358142938
1418187600,1210.93869415194
1418191200,1183.08829209841
1418194800,2055.37274776488
1418198400,829.0086705035111
1418202000,926.3382074475411
1418205600,1418.4530572980802
1418209200,1602.36635200564
1418212800,504.13315682958
1418216400,574.706806888625
1418220000,1060.56161677506
1418223600,1255.76389196569
1418227200,497.538321597728
1418230800,-211.357154076141
1418234400,1416.5523769699898
1418238000,1198.94077853456
1418241600,-29.8896050765385
1418245200,252.473245633324
1418248800,-729.349769573134
1418252400,467.37468024036906
1418256000,970.0339295909241
1418259600,-847.2679830858881
1418263200,-440.179705591348
1418266800,-419.758206205187
1418270400,-493.177114376352
1418274000,-1273.69958036952
1418277600,51.2624930780303
1418281200,-1091.45244933915
1418284800,-316.061522385199
1418288400,-18.2006545154337
1418292000,-479.26766969797205
1418295600,81.021877354328
1418299200,-441.360523843319
1418302800,-800.0316002305881
1418306400,-118.401840725762
1418310000,-717.3994979803149
1418313600,465.541127827462
1418317200,-510.16142660999606
1418320800,-41.8223031657664
1418324400,-391.17137313370904
1418328000,-2124.54230119115
1418331600,-1227.34062660455
1418335200,-704.881453494084
1418338800,-330.61188685575
1418342400,-1705.5703348151
1418346000,106.48009342724501
1418349600,-712.701941199437
1418353200,-761.2667272889079
1418356800,-1160.2249561018302
1418360400,-1066.39489958152
1418364000,-207.186184208186
1418367600,83.3466081409243
1418371200,-1278.59706110048
1418374800,-635.413199544936
1418378400,252.257568478267
1418382000,-225.507950365456
1418385600,1250.7956426634698
1418389200,815.4298106709019
1418392800,528.028788788148
1418396400,274.94845597617297
1418400000,491.75830256853
1418403600,28.736710870500698
1418407200,821.895021628431
1418410800,1355.7414588148101
1418414400,1214.99186448466
1418418000,263.70168619175803
1418421600,-96.6402109761713
1418425200,795.841417840825
1418428800,1169.9584265316498
1418432400,1738.66698492423
1418436000,370.613818813313
1418439600,1356.96716314214
1418443200,1361.45517883495
1418446800,1955.59480489215
1418450400,1368.13112704047
1418454000,1262.32765790477
1418457600,906.227935923862
1418461200,1316.19555835136
1418464800,1467.92423220901
1418468400,3001.25855887819
1418472000,3116.8402277188
1418475600,1764.4472288370498
1418479200,1348.91814610362
1418482800,902.474179684566
1418486400,2301.78732609827
1418490000,1483.95073887472
1418493600,3357.49895862636
1418497200,1686.74417958953
1418500800,2267.03533087073
1418504400,4305.93828772867
1418508000,1678.79808898318
1418511600,2475.6491369366
1418515200,1737.2798918012302
1418518800,2547.29163949082
1418522400,1906.0636938553
1418526000,2435.7484837453303
1418529600,2244.85034182824
1418533200,1772.9252943208103
1418536800,2422.8303019347304
1418540400,2952.89263637454
1418544000,3274.54878210225
1418547600,1661.4294934117402
1418551200,2256.9873127276896
1418554800,3003.38228952405
1418558400,1753.6428635862198
1418562000,965.079758585165
1418565600,1799.5665203194
1418569200,1751.91622358028
1418572800,2266.6910680911396
1418576400,1984.99117203543
1418580000,2287.7829199767802
1418583600,1890.00936174004
1418587200,2273.84858227242
1418590800,1823.48581832495
1418594400,2612.63744682523
1418598000,1514.60344109794
1418601600,2013.02234587904
1418605200,1317.07951940429
1418608800,1846.2382466160102
1418612400,1643.9011432435998
1418616000,692.6927757678909
1418619600,1458.75689653422
1418623200,2106.70901368698
1418626800,1767.1446369127102
1418630400,1405.3641698717001
1418634000,611.454790811242
1418637600,1817.15918762184
1418641200,1155.24914916455
1418644800,795.68121030529
1418648400,1856.2226118405201
1418652000,479.644402332975
1418655600,988.742913386703
1418659200,1447.40450157675
1418662800,1010.0809467153999
1418666400,449.609326398741
1418670000,322.109195897726
1418673600,674.896990378693
1418677200,696.578376629712
1418680800,366.775302909909
1418684400,1010.00103847271
1418688000,203.37909100369498
1418691600,-195.16090744897
1418695200,421.69032973295504
1418698800,-1110.1229319575
1418702400,246.036796144767
1418706000,258.804195843043
1418709600,-172.578163187203
1418713200,-692.882356908112
1418716800,-336.393015537985
1418720400,685.060245852977
1418724000,-582.748129646063
1418727600,-1465.40157428307
1418731200,215.782998918233
1418734800,-510.74405787127296
1418738400,-527.964087986401
1418742000,-917.2325006269501
1418745600,-276.14885862402696
1418749200,115.14133921330799
1418752800,-578.395287060725
1418756400,-581.204258364293
1418760000,351.846697148742
1418763600,-359.910707446068
1418767200,-293.226007207774
1418770800,-522.163999744472
1418774400,330.371379913379
1418778000,-664.085316125267
1418781600,367.357690475323
1418785200,381.450021136204
1418788800,-266.343557590486
1418792400,489.988961395717
1418796000,612.383283708412
1418799600,440.552438858921
1418803200,1278.0994027305098
1418806800,-822.683471910603
1418810400,-332.364091334736
1418814000,-385.47181291526397
1418817600,513.598011100099
1418821200,1345.94297382979
1418824800,1464.10971876288
1418828400,890.005965446011
1418832000,1172.2277320317999
1418835600,690.8841063655051
1418839200,1096.54054882738
1418842800,1120.9034602532302
1418846400,580.933947831171
1418850000,909.8377260730499
1418853600,1071.76346928599
1418857200,1975.12514486228
1418860800,736.3158027874989
1418864400,229.464355762669
1418868000,1864.4635221797898
1418871600,1082.092656221
1418875200,1361.61228333992
1418878800,2159.79951522368
1418882400,1329.03024141732
1418886000,1627.35047971756
1418889600,2692.99753942314
1418893200,2232.44195518492
1418896800,2304.33649777026
1418900400,1999.2202665545399
1418904000,1517.93370811132
1418907600,1380.4114779321399
1418911200,2123.69357067697
1418914800,3379.06431726055
1418918400,2464.65584061947
1418922000,2479.0792865941603
1418925600,2612.27959488905
1418929200,2262.73339220517
1418932800,1749.726025964
1418936400,3985.77522491826
1418940000,2337.0754464330103
1418943600,2429.10554392336
1418947200,1641.55762989288
1418950800,2493.76151617214
1418954400,2506.97448709315
1418958000,2511.44872957066
1418961600,1687.92282681689
1418965200,3621.1896333512896
1418968800,3606.8749721795702
1418972400,3019.0070784904997
1418976000,2039.6871321692101
1418979600,3007.1236815194607
1418983200,2468.79869018068
1418986800,2406.93618988822
1418990400,3291.23706064058
1418994000,1860.2513006723898
1418997600,2214.92761885035
1419001200,2059.45314021975
1419004800,2425.92732651626
1419008400,1521.33124979522
1419012000,1945.6806093413397
1419015600,2664.4961257316395
1419019200,2477.05458459927
1419022800,1644.04382736272
1419026400,2416.52778036385
1419030000,738.679421150016
1419033600,1809.1349373461499
1419037200,2315.71997733238
1419040800,1508.27780610663
1419044400,1778.3768315415198
1419048000,867.955806138217
1419051600,2119.22983988587
1419055200,589.162167091756
1419058800,1343.97847968046
1419062400,1309.24375090538
1419066000,1408.16734183556
1419069600,857.401414059599
