timestamps,value
1416722400.0,-3.0296547119926296
1416726000.0,145.599222114771
1416729600.0,228.45913589178798
1416733200.0,330.68238140430003
1416736800.0,322.492426673689
1416740400.0,256.45084719044
1416744000.0,215.651697418023
1416747600.0,50.7174013789089
1416751200.0,33.4992431929791
1416754800.0,-32.6967815971121
1416758400.0,-0.11280997885742698
1416762000.0,-21.055797135155498
1416765600.0,109.21821833195101
1416769200.0,154.305430572512
1416772800.0,237.43214723414502
1416776400.0,188.826896907884
1416780000.0,186.235231120067
1416783600.0,69.1948066702268
1416787200.0,1.62520395100927
1416790800.0,-56.890695576083495
1416794400.0,-162.37447546983
1416798000.0,-124.189006620478
1416801600.0,-81.6598445288647
1416805200.0,25.8171620344372
1416808800.0,180.76271608593
1416812400.0,329.158769198545
1416816000.0,438.603626038936
1416819600.0,462.507852305679
1416823200.0,465.395672336707
1416826800.0,406.944867513082
1416830400.0,347.595870666632
1416834000.0,269.076300875212
1416837600.0,179.124994372474
1416841200.0,55.4519973719203
1416844800.0,120.972645688976
1416848400.0,182.06564071348097
1416852000.0,163.301973175592
1416855600.0,270.79492132049
1416859200.0,367.34017761494596
1416862800.0,332.210461003331
1416866400.0,271.659893038927
1416870000.0,173.153974388466
1416873600.0,165.05030366421101
1416877200.0,18.390986251862
1416880800.0,-82.75447817623291
1416884400.0,-26.0224239128164
1416888000.0,59.5508160213146
1416891600.0,178.961742509136
1416895200.0,277.03133203293
1416898800.0,395.032586633679
1416902400.0,523.341213751096
1416906000.0,580.861518503232
1416909600.0,556.681067018076
1416913200.0,503.18129802963
1416916800.0,504.794339733709
1416920400.0,348.907313895015
1416924000.0,206.50325936243
1416927600.0,152.37212479008102
1416931200.0,215.71708042629902
1416934800.0,226.122536202676
1416938400.0,289.56032118414504
1416942000.0,349.053820345974
1416945600.0,366.17475947199097
1416949200.0,335.58339305587003
1416952800.0,330.727702407012
1416956400.0,290.152370042906
1416960000.0,134.41272026559602
1416963600.0,-2.30726240282365
1416967200.0,-16.629734609089
1416970800.0,10.795570019403998
1416974400.0,70.71064660903531
1416978000.0,146.230095310085
1416981600.0,238.90896203278498
1416985200.0,372.152750456608
1416988800.0,559.471491159263
1416992400.0,552.310347395512
1416996000.0,568.130666283203
1416999600.0,474.50503169931295
1417003200.0,387.57337959343596
1417006800.0,284.19967556192904
1417010400.0,222.667803829739
1417014000.0,190.32419967346001
1417017600.0,124.66339792922501
1417021200.0,208.013527099358
1417024800.0,256.311542978471
1417028400.0,275.89782362112203
1417032000.0,350.330034560411
1417035600.0,365.82013696141297
1417039200.0,293.304523425247
1417042800.0,220.67388365285
1417046400.0,24.6502587383211
1417050000.0,-23.540261457910105
1417053600.0,-66.05177670783671
1417057200.0,-42.9695941095774
1417060800.0,17.4495646670944
1417064400.0,67.47537314432459
1417068000.0,231.729094720783
1417071600.0,375.357681056136
1417075200.0,479.91641874723604
1417078800.0,548.49948727992
1417082400.0,532.874663126888
1417086000.0,476.366364003978
1417089600.0,374.96465855286203
1417093200.0,264.615919145778
1417096800.0,202.06608145499
1417100400.0,80.49824944387579
1417104000.0,130.16991453161
1417107600.0,142.20233606260598
1417111200.0,237.753840780614
1417114800.0,239.26627794233502
1417118400.0,298.269726956316
1417122000.0,361.88333608470805
1417125600.0,301.085533779589
1417129200.0,185.044549625721
1417132800.0,72.73713786921999
1417136400.0,35.4682245190633
1417140000.0,-34.4897461454625
1417143600.0,-71.1676916823779
1417147200.0,47.346541505942895
1417150800.0,48.6068442359459
1417154400.0,245.268950304897
1417158000.0,350.896214693192
1417161600.0,457.655819177082
1417165200.0,517.922944633238
1417168800.0,546.522659618263
1417172400.0,466.25520991879205
1417176000.0,449.94756125204805
1417179600.0,332.329323347451
1417183200.0,206.56634695944697
1417186800.0,133.937225374585
1417190400.0,181.212553195089
1417194000.0,192.931283960425
1417197600.0,222.17565636827098
1417201200.0,344.535125076621
1417204800.0,348.63995961393897
1417208400.0,385.84308170298993
1417212000.0,319.266748694854
1417215600.0,301.539582802005
1417219200.0,244.429674844664
1417222800.0,50.69934410861279
1417226400.0,54.870994071955
1417230000.0,25.0482407495637
1417233600.0,112.88256362713699
1417237200.0,216.010333011134
1417240800.0,320.245142282875
1417244400.0,481.38463078584005
1417248000.0,574.426973423204
1417251600.0,655.705643957666
1417255200.0,670.7315437481201
1417258800.0,605.989425725793
1417262400.0,520.812220339674
1417266000.0,490.221547974235
1417269600.0,344.304999678286
1417273200.0,333.893968603174
1417276800.0,270.581010566296
1417280400.0,376.95498349175006
1417284000.0,420.252054510404
1417287600.0,447.03539682805496
1417291200.0,553.163299274207
1417294800.0,520.303874493625
1417298400.0,543.075299331252
1417302000.0,355.87674367150595
1417305600.0,298.69725823129903
1417309200.0,283.334209955188
1417312800.0,204.86601356417
1417316400.0,217.510667615805
1417320000.0,302.236509153643
1417323600.0,395.736047513821
1417327200.0,544.160568485828
1417330800.0,674.2204351017599
1417334400.0,794.212212309737
1417338000.0,870.3344558088651
1417341600.0,862.1664797294819
1417345200.0,772.50529446289
1417348800.0,649.1666626248619
1417352400.0,573.218078711618
1417356000.0,512.881205892887
1417359600.0,471.81493564594
1417363200.0,501.76203000549697
1417366800.0,583.137228593958
1417370400.0,553.641266010054
1417374000.0,646.357943517817
1417377600.0,730.8008532622771
1417381200.0,683.333017437576
1417384800.0,712.3366917333859
1417388400.0,580.971547083899
1417392000.0,500.32287549799
1417395600.0,405.79008931773694
1417399200.0,370.011823651167
1417402800.0,342.862949006338
1417406400.0,418.81539219122703
1417410000.0,488.469967026586
1417413600.0,639.793661683032
1417417200.0,810.754095286581
1417420800.0,934.902678991608
1417424400.0,1032.2252277950802
1417428000.0,1006.64205034961
1417431600.0,957.146821454677
1417435200.0,838.6487368555189
1417438800.0,760.102787392565
1417442400.0,655.5200212735269
1417446000.0,624.721155504835
1417449600.0,679.3510704144239
1417453200.0,702.838097668179
1417456800.0,733.5163408675161
1417460400.0,772.939347864841
1417464000.0,915.2031126351469
1417467600.0,919.4602405294349
1417471200.0,806.9519113730271
1417474800.0,730.367985210781
1417478400.0,654.5237470769059
1417482000.0,513.3285584056299
1417485600.0,468.29650452224604
1417489200.0,465.354564153152
1417492800.0,493.41865566048403
1417496400.0,671.877546363448
1417500000.0,761.049832738114
1417503600.0,926.435763998176
1417507200.0,1047.0972113805499
1417510800.0,1095.1915736667402
1417514400.0,1051.61809994941
1417518000.0,1021.4322970467
1417521600.0,921.984248322602
1417525200.0,849.932837204836
1417528800.0,705.68923876663
1417532400.0,638.707773110459
1417536000.0,651.245287975132
1417539600.0,696.2830599299381
1417543200.0,740.1658941721879
1417546800.0,867.741130443293
1417550400.0,876.8376254096601
1417554000.0,913.439636432642
1417557600.0,859.149978144617
1417561200.0,732.62177917304
1417564800.0,605.2210659282621
1417568400.0,526.720669452951
1417572000.0,491.070082373535
1417575600.0,436.099833198375
1417579200.0,518.429916518247
1417582800.0,595.235736007358
1417586400.0,748.9516760659469
1417590000.0,884.642650596474
1417593600.0,1041.94637136923
1417597200.0,1130.68773021673
1417600800.0,1058.2039664035099
1417604400.0,996.455043898424
1417608000.0,980.261226932306
